# This file maps impact types to effects
"# It can be overridden in part by just specifying some effects in a CSV file in the ""fx"" folder that has a later name alphabetically"
"# It has the simple syntax that the first column is the impact type, the second is the surface type, and the thrid is the effect name"
"# The impact type is one of: bullet_small_normal, bullet_small_exit, bullet_large_normal, bullet_large_exit, grenade_bounce, and grenade_explode"
"# The surface type is one of the valid surface impact types for the surfaceparm shader command, or ""default"".  Default is only used if the code cannot figure out the correct surface type"
"# The effect name should be a relative path starting after the ""fx"" folder in the game tree.  It should not include the "".efx"" extension."
"# The effect name may be left blank, in which case no effect is played for this impact."
"# If any impact effect has no row entry in any file, the game will not load any maps.  The console lists which surface types had no entries."
"# These effects usually should not specify sounds, since a corresponding sound alias will be played at the same time as the effect"
"# For bullet hits, two effects are played, either or both of which may be blank:"
"# The ""normal"" effect is played at the impact point facing the surface normal.  This should usually be used for decals."
"# The ""exit"" effect is played at the exit point when buller penetration is on."

"# flesh_head_nonfatal, flesh_body_fatal, flesh_head_nonfatal, and flesh_head_fatal specify specific effects to play when bullets injure flesh"
# these are used ONLY FOR BULLETS
"# If not specified, or if left blank, these will inherit whatever is in 'flesh' for the impacttype"

bullet_small_normal,default,
bullet_small_normal,bark,impacts/large_woodhit
bullet_small_normal,brick,impacts/small_brick
bullet_small_normal,carpet,impacts/default_hit
bullet_small_normal,cloth,impacts/cloth_hit
bullet_small_normal,concrete,impacts/small_concrete_1
bullet_small_normal,dirt,impacts/small_dirt_1
bullet_small_normal,flesh,
bullet_small_normal,foliage,impacts/small_foliage
bullet_small_normal,glass,impacts/small_glass
bullet_small_normal,grass,impacts/small_grass
bullet_small_normal,gravel,impacts/small_gravel
bullet_small_normal,ice,impacts/small_snowhit
bullet_small_normal,metal,impacts/small_metalhit_1
bullet_small_normal,mud,impacts/small_mud
bullet_small_normal,paper,impacts/default_hit
bullet_small_normal,plaster,impacts/small_plaster_1
bullet_small_normal,rock,impacts/small_rock_1
bullet_small_normal,sand,impacts/small_dirt_1
bullet_small_normal,snow,impacts/small_snowhit
bullet_small_normal,water,impacts/small_waterhit
bullet_small_normal,wood,impacts/large_woodhit
bullet_small_normal,asphalt,impacts/small_asphalt
bullet_small_normal,ceramic,impacts/small_ceramic
bullet_small_normal,plastic,impacts/large_plastic
bullet_small_normal,rubber,impacts/default_hit
bullet_small_normal,cushion,impacts/cushion_hit
bullet_small_normal,fruit,impacts/default_hit
bullet_small_normal,paintedmetal,impacts/large_metal_painted_hit
bullet_small_normal,flesh_body_nonfatal,impacts/flesh_hit_body_nonfatal
bullet_small_normal,flesh_body_fatal,impacts/flesh_hit_body_fatal_exit
bullet_small_normal,flesh_head_nonfatal,impacts/flesh_hit_body_nonfatal
bullet_small_normal,flesh_head_fatal,

bullet_small_exit,default,
bullet_small_exit,bark,impacts/large_woodhit_exit
bullet_small_exit,brick,impacts/small_brick_exit
bullet_small_exit,carpet,impacts/default_hit_exit
bullet_small_exit,cloth,impacts/cloth_hit_exit
bullet_small_exit,concrete,impacts/small_concrete_1_exit
bullet_small_exit,dirt,impacts/small_dirt_1_exit
bullet_small_exit,flesh,
bullet_small_exit,foliage,
bullet_small_exit,glass,impacts/small_glass_exit
bullet_small_exit,grass,impacts/small_grass_exit
bullet_small_exit,gravel,
bullet_small_exit,ice,impacts/small_snowhit_exit
bullet_small_exit,metal,impacts/small_metalhit_1_exit
bullet_small_exit,mud,impacts/small_mud_exit
bullet_small_exit,paper,impacts/default_hit_exit
bullet_small_exit,plaster,impacts/small_plaster_1_exit
bullet_small_exit,rock,
bullet_small_exit,sand,impacts/small_dirt_1_exit
bullet_small_exit,snow,impacts/small_snowhit_exit
bullet_small_exit,water,
bullet_small_exit,wood,impacts/large_woodhit_exit
bullet_small_exit,asphalt,impacts/small_asphalt_exit
bullet_small_exit,ceramic,impacts/small_ceramic_exit
bullet_small_exit,plastic,impacts/large_plastic_exit
bullet_small_exit,rubber,impacts/default_hit_exit
bullet_small_exit,cushion,impacts/cushion_hit_exit
bullet_small_exit,fruit,
bullet_small_exit,paintedmetal,impacts/large_metal_painted_hit_exit
bullet_small_exit,flesh_body_nonfatal,
bullet_small_exit,flesh_body_fatal,impacts/flesh_hit_body_fatal_exit
bullet_small_exit,flesh_head_nonfatal,
bullet_small_exit,flesh_head_fatal,impacts/flesh_hit_head_fatal_exit

bullet_large_normal,default,
bullet_large_normal,bark,impacts/large_woodhit
bullet_large_normal,brick,impacts/large_brick
bullet_large_normal,carpet,impacts/default_hit
bullet_large_normal,cloth,impacts/cloth_hit
bullet_large_normal,concrete,impacts/large_concrete_1
bullet_large_normal,dirt,impacts/large_dirt_1
bullet_large_normal,flesh,
bullet_large_normal,foliage,impacts/small_foliage
bullet_large_normal,glass,impacts/large_glass
bullet_large_normal,grass,impacts/small_grass
bullet_large_normal,gravel,impacts/large_gravel
bullet_large_normal,ice,impacts/small_snowhit
bullet_large_normal,metal,impacts/large_metalhit_1
bullet_large_normal,mud,impacts/large_mud
bullet_large_normal,paper,impacts/default_hit
bullet_large_normal,plaster,impacts/large_plaster_1
bullet_large_normal,rock,impacts/large_rock_1
bullet_large_normal,sand,impacts/large_dirt_1
bullet_large_normal,snow,impacts/small_snowhit
bullet_large_normal,water,impacts/large_waterhit
bullet_large_normal,wood,impacts/large_woodhit
bullet_large_normal,asphalt,impacts/large_asphalt
bullet_large_normal,ceramic,impacts/large_ceramic
bullet_large_normal,plastic,impacts/large_plastic
bullet_large_normal,rubber,impacts/default_hit
bullet_large_normal,cushion,impacts/cushion_hit
bullet_large_normal,fruit,impacts/default_hit
bullet_large_normal,paintedmetal,impacts/large_metal_painted_hit
bullet_large_normal,flesh_body_nonfatal,impacts/flesh_hit_body_nonfatal
bullet_large_normal,flesh_body_fatal,impacts/flesh_hit_body_fatal_exit
bullet_large_normal,flesh_head_nonfatal,impacts/flesh_hit_body_nonfatal
bullet_large_normal,flesh_head_fatal,

bullet_large_exit,default,
bullet_large_exit,bark,impacts/large_woodhit_exit
bullet_large_exit,brick,impacts/large_brick_exit
bullet_large_exit,carpet,impacts/default_hit_exit
bullet_large_exit,cloth,impacts/cloth_hit_exit
bullet_large_exit,concrete,impacts/large_concrete_1_exit
bullet_large_exit,dirt,impacts/large_dirt_1_exit
bullet_large_exit,flesh,
bullet_large_exit,foliage,
bullet_large_exit,glass,impacts/large_glass_exit
bullet_large_exit,grass,impacts/small_grass_exit
bullet_large_exit,gravel,impacts/large_gravel_exit
bullet_large_exit,ice,impacts/small_snowhit_exit
bullet_large_exit,metal,impacts/large_metalhit_1_exit
bullet_large_exit,mud,impacts/large_mud_exit
bullet_large_exit,paper,impacts/default_hit_exit
bullet_large_exit,plaster,impacts/large_plaster_1_exit
bullet_large_exit,rock,impacts/large_rock_1_exit
bullet_large_exit,sand,impacts/large_dirt_1_exit
bullet_large_exit,snow,impacts/small_snowhit_exit
bullet_large_exit,water,
bullet_large_exit,wood,impacts/large_woodhit_exit
bullet_large_exit,asphalt,impacts/large_asphalt_exit
bullet_large_exit,ceramic,impacts/large_ceramic_exit
bullet_large_exit,plastic,impacts/large_plastic_exit
bullet_large_exit,rubber,impacts/default_hit_exit
bullet_large_exit,cushion,impacts/cushion_hit_exit
bullet_large_exit,fruit,
bullet_large_exit,paintedmetal,impacts/large_metal_painted_hit_exit
bullet_large_exit,flesh_body_nonfatal,
bullet_large_exit,flesh_body_fatal,impacts/flesh_hit_body_fatal_exit
bullet_large_exit,flesh_head_nonfatal,
bullet_large_exit,flesh_head_fatal,impacts/flesh_hit_head_fatal_exit

bullet_ap_normal,default,
bullet_ap_normal,brick,impacts/20mm_brick_impact
bullet_ap_normal,bark,impacts/20mm_wood_impact
bullet_ap_normal,carpet,impacts/20mm_concrete_impact
bullet_ap_normal,cloth,impacts/20mm_concrete_impact
bullet_ap_normal,concrete,impacts/20mm_concrete_impact
bullet_ap_normal,dirt,impacts/20mm_dirt_impact
bullet_ap_normal,flesh,
bullet_ap_normal,foliage,impacts/20mm_dirt_impact
bullet_ap_normal,glass,impacts/20mm_glass_impact
bullet_ap_normal,grass,impacts/20mm_dirt_impact
bullet_ap_normal,gravel,impacts/20mm_default_impact
bullet_ap_normal,ice,impacts/20mm_snow_impact
bullet_ap_normal,metal,impacts/20mm_metal_impact
bullet_ap_normal,mud,impacts/20mm_dirt_impact
bullet_ap_normal,paper,impacts/20mm_default_impact
bullet_ap_normal,plaster,impacts/20mm_plaster_impact
bullet_ap_normal,rock,impacts/20mm_rock_impact
bullet_ap_normal,sand,impacts/20mm_dirt_impact
bullet_ap_normal,snow,impacts/20mm_snow_impact
bullet_ap_normal,water,impacts/20mm_water_impact
bullet_ap_normal,wood,impacts/20mm_wood_impact
bullet_ap_normal,asphalt,impacts/20mm_default_impact
bullet_ap_normal,ceramic,impacts/20mm_ceramic_impact
bullet_ap_normal,plastic,impacts/20mm_default_impact
bullet_ap_normal,rubber,impacts/20mm_default_impact
bullet_ap_normal,cushion,impacts/20mm_default_impact
bullet_ap_normal,fruit,impacts/20mm_default_impact
bullet_ap_normal,paintedmetal,impacts/20mm_metal_impact
bullet_ap_normal,flesh_body_nonfatal,impacts/flesh_hit_body_nonfatal
bullet_ap_normal,flesh_body_fatal,impacts/flesh_hit_body_fatal_exit
bullet_ap_normal,flesh_head_nonfatal,impacts/flesh_hit_body_nonfatal
bullet_ap_normal,flesh_head_fatal,

bullet_ap_exit,default,
bullet_ap_exit,brick,impacts/20mm_brick_impact_exit
bullet_ap_exit,bark,impacts/20mm_wood_impact_exit
bullet_ap_exit,carpet,impacts/20mm_concrete_impact_exit
bullet_ap_exit,cloth,impacts/20mm_concrete_impact_exit
bullet_ap_exit,concrete,impacts/20mm_concrete_impact_exit
bullet_ap_exit,dirt,impacts/20mm_dirt_impact_exit
bullet_ap_exit,flesh,
bullet_ap_exit,foliage,impacts/20mm_dirt_impact_exit
bullet_ap_exit,glass,impacts/20mm_glass_impact_exit
bullet_ap_exit,grass,impacts/20mm_dirt_impact_exit
bullet_ap_exit,gravel,impacts/20mm_default_impact_exit
bullet_ap_exit,ice,impacts/20mm_snow_impact_exit
bullet_ap_exit,metal,impacts/20mm_metal_impact_exit
bullet_ap_exit,mud,impacts/20mm_dirt_impact_exit
bullet_ap_exit,paper,impacts/20mm_default_impact_exit
bullet_ap_exit,plaster,impacts/20mm_plaster_impact_exit
bullet_ap_exit,rock,impacts/20mm_rock_impact_exit
bullet_ap_exit,sand,impacts/20mm_dirt_impact_exit
bullet_ap_exit,snow,impacts/20mm_snow_impact_exit
bullet_ap_exit,water,
bullet_ap_exit,wood,impacts/20mm_wood_impact_exit
bullet_ap_exit,asphalt,impacts/20mm_default_impact_exit
bullet_ap_exit,ceramic,impacts/20mm_ceramic_impact_exit
bullet_ap_exit,plastic,impacts/20mm_default_impact_exit
bullet_ap_exit,rubber,impacts/20mm_default_impact_exit
bullet_ap_exit,cushion,impacts/20mm_default_impact_exit
bullet_ap_exit,fruit,
