"#""If the first column for a row is blank"," then the row is ignored""",
# The first non-comment line of a sound alias file specifies the key name for all values appearing in this column.,,
"# This means it is safe to swap entire columns around, though you should never swap partial columns.",,
"# You can invent new keys, but the game will ignore them if it doesn't know about them.",,
"# You can leave out keys, but the ""name"" and ""file"" keys must always be present.",,

,name,name of the alias that is used to play this sound (required)
,sequence,"used to uniquely identify alias entries when more than one sound goes to an alias, used only to catch unwanted duplicates (default = 0)"
,file,the name of the file that contains the sound data (required)
,vol_min,"0 is silent, 1 is full volume (default = 1)"
,vol_max,"0 is silent, 1 is full volume (default = same as vol_min)"
,vol_mod,"blank causes no effect on vol_min and vol_max, otherwise the string must match a string in the volumemodgroups.def file and the value in that file corresponding to that string will be used to adjust vol_min and vol_max, clamped to the valid range"
,pitch_min,"1 is normal playback, 2 is twice as fast, 0.5 is half as fast (default = 1)"
,pitch_max,"1 is normal playback, 2 is twice as fast, 0.5 is half as fast (default = same as pitch_min)"
,dist_min,"within this distance in inches, the sound is always full volume (default = 120)"
,dist_max,"outside this distance in inches, the sound is not started.  If left blank or set to 0, the sound will play from any distance.  This does not affect sound volume falloff."
,channel,"auto, menu, weapon, voice, item, body, local, music, announcer (default = auto)"
,type,primed (a streamed sound which gets primed on some platforms) / streamed / loaded (default = loaded)
,probability,weight to use for the weighted probability of playing this sound instead of another sound (default = 1)
,loop,"whether this sound is ""looping"" or ""nonlooping"" (default = ""nonlooping"")"
,masterslave,"if ""master"", this is a master sound.  If a number, then this sound's volume will be multiplied by that number (a percentage between 0 and 1) any master sound is playing.  If blank, then neither master nor slave."
,loadspec,"space-separated list of which maps should use this alias; eg, ""burnville dawnville"".  If blank, the alias is used on all maps."
,compression,"a string corresponding to an entry in ""XMAUpdate.tbl"" which is used to determine compression by XMAUpdate.exe"
,secondaryaliasname,"defined the name of an additional sound alias to play in addition to the current alias being played. Note that it is an error for the secondaryalias to also define a secondaryaliasname (eg, if B is a secondaryalias of A, B is not allowed to have its own secondaryalias)."
,volumefalloffcurve,if blank uses the linear curve which can not be changed. A string 'XXXX' corresponds to the curve defined by the file 'soundaliases/XXXX.vfcurve'
,startdelay,defaults to no delay. The value is the number of milliseconds to delay starting the sound by
,speakermap,if blank uses the default speakermappings which cannot be changed. A string 'XXXX' corresponds to the speakermap defined by the file 'soundaliases/XXXX.spkrmap'. 
,reverb,"blank means the alias is affected normally by wet and dry levels, ""fulldrylevel"" forces the alias to use a full drylevel (ignoring the global drylevel), ""nowetlevel"" forces the alias to use no wetlevel (ignoring the global wetlevel)"
,lfe percentage,this determines what percentage of the highest calculated spatialized speaker volume should be passed to the LFE. blank means no LFE for the sound
,center percentage,this determines what percentage of the volume should be redirected to the center channel (equal percentage taken from all speakers).
,platform,"used by XMAUpdate to determine whether the alias should be processed for a particular platform.  If blank, process for all platforms.  Platforms are PC, XB, PS, WI.  Multiple values should be separated by spaces.  !PC will exclude alias from PC but include in all other platforms.  PC will only include alias for PC.  !PC XB is invalid."
,envelop_min,any sounds within this distance of the listener will use the full envelop percentage
,envelop_max,sounds between enevlop_min and envelop_max use a fraction of the envelop percentage,,,,,,,,,,,,,,,,,,,,,,,,,,
,envelop percentage,amount of omnidirectionality to apply,,,,,,,,,,,,,,,,,,,,,,,,,,

name,sequence,file,vol_min,vol_max,vol_mod,pitch_min,pitch_max,dist_min,dist_max,channel,type,probability,loop,masterslave,loadspec,subtitle,compression,secondaryaliasname,volumefalloffcurve,startdelay,speakermap,reverb,lfe percentage,center percentage,platform,envelop_min,envelop_max,envelop percentage

# User Interface,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ui_mp_timer_countdown,,user_interface/ui_mp_countdown_v1.wav,0.6,0.6,max,1,1,,,auto2d,,,,,all_mp,,,,,,,nowetlevel fulldrylevel,,,,,,
ui_mp_suitcasebomb_timer,,user_interface/ui_suitcase_bomb_counter.wav,0.6,0.6,max,1,1,,,auto2d,,,,,all_mp,,,,,,,nowetlevel fulldrylevel,,,,,,
MP_hit_alert,,misc/mp_hit_indication_3c.wav,1,1,max,1,1,,,auto2d,,,,,all_mp,,,,,35,,nowetlevel fulldrylevel,,,,,,
plr_new_rank,,misc/stv_flag_captured.wav,1,1,na,1,1,,,auto2d,streamed,,,,all_mp,,,,,,,nowetlevel fulldrylevel,,,,,,

mp_challenge_complete,,mp/mp_challengecomplete_metal.wav,1,,music,,,,,auto2d,streamed,,,master,all_mp,,,,,,music,nowetlevel fulldrylevel,,,,,,
mp_level_up,,mp/mp_levelup_final.wav,1,,music,,,,,auto2d,streamed,,,master,all_mp,,,,,,music,nowetlevel fulldrylevel,,,,,,
mp_killstreak_heli,,mp/mp_killstrk_heliaway.wav,1,,max,,,,,auto2d,streamed,,,,all_mp,,,,,,music,nowetlevel fulldrylevel,,,,,,
mp_killstreak_jet,,mp/mp_killstrk_jetstart.wav,1,,max,,,,,auto2d,streamed,,,,all_mp,,,,,,music,nowetlevel fulldrylevel,,,,,,
mp_killstreak_radar,,mp/mp_killstrk_radar.wav,1,,max,,,,,auto2d,streamed,,,,all_mp,,,,,,music,nowetlevel fulldrylevel,,,,,,
mp_capture_flag,,mp/mp_flag_cap_hit01.wav,1,,music,,,,,auto2d,streamed,,,,all_mp,,,,,,music,nowetlevel fulldrylevel
mp_lose_flag,,mp/mp_flag_lost_hit01.wav,1,,music,,,,,auto2d,streamed,,,,all_mp,,,,,,music,nowetlevel fulldrylevel
mp_suitcase_pickup,,mp/mp_suitcase_pickup02.wav,1,,music,,,,,auto2d,streamed,,,,all_mp,,,,,,music,nowetlevel fulldrylevel
mp_last_stand,,mp/mp_last_stand.wav,1,,music,,,,,auto2d,streamed,,,,all_mp,,,,,,music,nowetlevel fulldrylevel
mp_ingame_summary,,mp/mp_ingame_summary.wav,1,,music,,,,,auto2d,streamed,,,,all_mp,,,,,,music,nowetlevel fulldrylevel
oldschool_pickup,,mp/mp_oldschool_pickup_01.wav,0.7,0.7,music,,,7,2400,auto,streamed,,,,all_mp,,,,,,,
oldschool_return,,mp/mp_oldschool_spawn_01.wav,0.5,0.5,music,,,7,2400,auto,streamed,,,,all_mp,,,,,,,
mp_obj_taken,,mp/mp_obj_stolen2.wav,1,1,music,1,1,,,auto2d,streamed,,,,all_mp,,,,,,music,nowetlevel fulldrylevel
mp_enemy_obj_taken,,mp/mp_enemy_obj_stolen2.wav,1,1,music,1,1,,,auto2d,streamed,,,,all_mp,,,,,,music,nowetlevel fulldrylevel
mp_obj_captured,,mp/mp_obj_captured2.wav,1,1,music,1,1,,,auto2d,streamed,,,,all_mp,,,,,,music,nowetlevel fulldrylevel
mp_enemy_obj_captured,,mp/mp_enemy_obj_captured2.wav,1,1,music,1,1,,,auto2d,streamed,,,,all_mp,,,,,,music,nowetlevel fulldrylevel
mp_obj_returned,,mp/mp_obj_returned2.wav,1,1,music,1,1,,,auto2d,streamed,,,,all_mp,,,,,,music,nowetlevel fulldrylevel
mp_enemy_obj_returned,,mp/mp_obj_returned2.wav,1,1,music,1,1,,,auto2d,streamed,,,,all_mp,,,,,,music,nowetlevel fulldrylevel


#Music,,,,,,,,,,,,,,,,,,,,,,
mp_defeat,,music/HGW_mp_suspense_03.mp3,0.6,,music,,,,,music,streamed,,,,all_mp,,,,,,music,nowetlevel fulldrylevel,,,!PC
mp_spawn_opfor,,music/HGW_mp_spawn_opfor.mp3,0.5,,music,,,,,music,streamed,,,,all_mp,,,,,,music,nowetlevel fulldrylevel,,,!PC
mp_spawn_sas,,music/HGW_mp_spawn_sas.mp3,0.5,,music,,,,,music,streamed,,,,all_mp,,,,,,music,nowetlevel fulldrylevel,,,!PC
mp_spawn_soviet,,music/HGW_mp_spawn_russia.mp3,0.5,,music,,,,,music,streamed,,,,all_mp,,,,,,music,nowetlevel fulldrylevel,,,!PC
mp_spawn_usa,,music/HGW_mp_spawn_usa.mp3,0.5,,music,,,,,music,streamed,,,,all_mp,,,,,,music,nowetlevel fulldrylevel,,,!PC
mp_suspense_01,,music/HGW_mp_suspense_01.mp3,0.29,,music,,,,,music,streamed,,,,all_mp,,,,,,music,nowetlevel fulldrylevel,,,!PC
mp_suspense_02,,music/HGW_mp_suspense_02.mp3,0.29,,music,,,,,music,streamed,,,,all_mp,,,,,,music,nowetlevel fulldrylevel,,,!PC
mp_suspense_03,,music/HGW_mp_suspense_03.mp3,0.29,,music,,,,,music,streamed,,,,all_mp,,,,,,music,nowetlevel fulldrylevel,,,!PC
mp_suspense_04,,music/HGW_mp_suspense_04.mp3,0.29,,music,,,,,music,streamed,,,,all_mp,,,,,,music,nowetlevel fulldrylevel,,,!PC
mp_suspense_05,,music/HGW_mp_suspense_05.mp3,0.29,,music,,,,,music,streamed,,,,all_mp,,,,,,music,nowetlevel fulldrylevel,,,!PC
mp_suspense_06,,music/HGW_mp_suspense_02.mp3,0.29,,music,,,,,music,streamed,,,,all_mp,,,,,,music,nowetlevel fulldrylevel,,,!PC
mp_time_running_out_losing,,music/HGW_mp_time_lose.mp3,0.5,,music,,,,,music,streamed,,,,all_mp,,,,,,music,nowetlevel fulldrylevel,,,!PC
mp_time_running_out_winning,,music/HGW_mp_time_win.mp3,0.5,,music,,,,,music,streamed,,,,all_mp,,,,,,music,nowetlevel fulldrylevel,,,!PC
mp_victory_opfor,,music/HGW_mp_victory_opfor.mp3,0.6,,music,,,,,music,streamed,,,,all_mp,,,,,,music,nowetlevel fulldrylevel,,,!PC
mp_victory_sas,,music/HGW_mp_victory_sas.mp3,0.6,,music,,,,,music,streamed,,,,all_mp,,,,,,music,nowetlevel fulldrylevel,,,!PC
mp_victory_soviet,,music/LC_mp_victory_soviet.mp3,0.6,,music,,,,,music,streamed,,,,all_mp,,,,,,music,nowetlevel fulldrylevel,,,!PC
mp_victory_usa,,music/HGW_mp_victory_usa.mp3,0.6,,music,,,,,music,streamed,,,,all_mp,,,,,,music,nowetlevel fulldrylevel,,,!PC

#Ambience,,,,,,,,,,,,,,,,,,,,,,,,,
ambient_middleeast_ext,,ambient/amb_middle_east1v7_lr.mp3,0.17,,ambience,,,,,ambient,streamed,,looping,,all_mp,,,ambient_middleeast_ext_sur,,,amb_front,nowetlevel fulldrylevel,0.3,,!PC
ambient_middleeast_ext_sur,,ambient/amb_middle_east1v7_lsrs.mp3,0.24,,ambience,,,,,ambient,streamed,,looping,,all_mp,,,,,,amb_rear,nowetlevel fulldrylevel,0.3,,!PC

ambient_backlot_ext,,ambient/amb_middle_east1v7_lr.mp3,0.17,,ambience,,,,,ambient,streamed,,looping,,all_mp,,,ambient_backlot_ext_sur,,,amb_front,nowetlevel fulldrylevel,0.3,,!PC
ambient_backlot_ext_sur,,ambient/amb_middle_east1v7_lsrs.mp3,0.17,,ambience,,,,,ambient,streamed,,looping,,all_mp,,,,,,amb_rear,nowetlevel fulldrylevel,0.3,,!PC
ambient_bloc_ext,,ambient/amb_mountain_noanml_day0v1_lr.mp3,0.17,,ambience,,,,,ambient,streamed,,looping,,all_mp,,,ambient_bloc_ext_sur,,,amb_front,nowetlevel fulldrylevel,0.3,,!PC
ambient_bloc_ext_sur,,ambient/amb_mountain_noanml_day0v1_lsrs.mp3,0.17,,ambience,,,,,ambient,streamed,,looping,,all_mp,,,,,,amb_rear,nowetlevel fulldrylevel,0.3,,!PC
ambient_cargoshipmp_ext,,ambient/amb_farm_rain_day0v3_lr.mp3,0.21,,ambience,,,,,ambient,streamed,,looping,,all_mp,,,ambient_cargoshipmp_ext_sur,,,amb_front,nowetlevel fulldrylevel,0.5,,!PC
ambient_cargoshipmp_ext_sur,,ambient/amb_farm_rain_day0v3_lsrs.mp3,0.21,,ambience,,,,,ambient,streamed,,looping,,all_mp,,,,,,amb_rear,nowetlevel fulldrylevel,0.5,,!PC
ambient_citystreets_day,,ambient/amb_middle_east1v7_lr.mp3,0.17,,ambience,,,,,ambient,streamed,,looping,,all_mp,,,ambient_citystreets_day_sur,,,amb_front,nowetlevel fulldrylevel,0.3,,!PC
ambient_citystreets_day_sur,,ambient/amb_middle_east1v7_lsrs.mp3,0.17,,ambience,,,,,ambient,streamed,,looping,,all_mp,,,,,,amb_rear,nowetlevel fulldrylevel,0.3,,!PC
ambient_citystreets_night,,ambient/amb_chech_night1v3_lr.mp3,0.15,,ambience,,,,,ambient,streamed,,looping,,all_mp,,,ambient_citystreets_night_sur,,,amb_front,nowetlevel fulldrylevel,0.3,,!PC
ambient_citystreets_night_sur,,ambient/amb_chech_night1v3_lsrs.mp3,0.15,,ambience,,,,,ambient,streamed,,looping,,all_mp,,,,,,amb_rear,nowetlevel fulldrylevel,0.3,,!PC
ambient_convoy,,ambient/amb_middle_east1v7_lr.mp3,0.17,,ambience,,,,,ambient,streamed,,looping,,all_mp,,,ambient_convoy_sur,,,amb_front,nowetlevel fulldrylevel,0.3,,!PC
ambient_convoy_sur,,ambient/amb_middle_east1v7_lsrs.mp3,0.17,,ambience,,,,,ambient,streamed,,looping,,all_mp,,,,,,amb_rear,nowetlevel fulldrylevel,0.3,,!PC
ambient_crash,,ambient/amb_middle_east1v7_lr.mp3,0.17,,ambience,,,,,ambient,streamed,,looping,,all_mp,,,ambient_crash_sur,,,amb_front,nowetlevel fulldrylevel,0.3,,!PC
ambient_crash_sur,,ambient/amb_middle_east1v7_lsrs.mp3,0.17,,ambience,,,,,ambient,streamed,,looping,,all_mp,,,,,,amb_rear,nowetlevel fulldrylevel,0.3,,!PC
ambient_crossfire,,ambient/amb_middle_east1v7_lr.mp3,0.17,,ambience,,,,,ambient,streamed,,looping,,all_mp,,,ambient_crossfire_sur,,,amb_front,nowetlevel fulldrylevel,0.3,,!PC
ambient_crossfire_sur,,ambient/amb_middle_east1v7_lsrs.mp3,0.17,,ambience,,,,,ambient,streamed,,looping,,all_mp,,,,,,amb_rear,nowetlevel fulldrylevel,0.3,,!PC
ambient_dusk,,ambient/amb_middle_east1v7_lr.mp3,0.17,,ambience,,,,,ambient,streamed,,looping,,all_mp,,,ambient_dusk_sur,,,amb_front,nowetlevel fulldrylevel,0.3,,!PC
ambient_dusk_sur,,ambient/amb_middle_east1v7_lsrs.mp3,0.17,,ambience,,,,,ambient,streamed,,looping,,all_mp,,,,,,amb_rear,nowetlevel fulldrylevel,0.3,,!PC
