,,"If the first column for a row is blank, then the row is ignored"
,"If the first column for a row is blank, then the row is ignored",
# The first non-comment line of a sound alias file specifies the key name for all values appearing in this column.,,
"# This means it is safe to swap entire columns around, though you should never swap partial columns.",,
"# You can invent new keys, but the game will ignore them if it doesn't know about them.",,
"# You can leave out keys, but the ""name"" and ""file"" keys must always be present.",,

,name,name of the alias that is used to play this sound (required)
,sequence,"used to uniquely identify alias entries when more than one sound goes to an alias, used only to catch unwanted duplicates (default = 0)"
,file,the name of the file that contains the sound data (required)
,vol_min,"0 is silent, 1 is full volume (default = 1)"
,vol_max,"0 is silent, 1 is full volume (default = same as vol_min)"
,vol_mod,"blank causes no effect on vol_min and vol_max, otherwise the string must match a string in the volumemodgroups.def file and the value in that file corresponding to that string will be used to adjust vol_min and vol_max, clamped to the valid range"
,pitch_min,"1 is normal playback, 2 is twice as fast, 0.5 is half as fast (default = 1)"
,pitch_max,"1 is normal playback, 2 is twice as fast, 0.5 is half as fast (default = same as pitch_min)"
,dist_min,"within this distance in inches, the sound is always full volume (default = 120)"
,dist_max,"outside this distance in inches, the sound is not started.  If left blank or set to 0, the sound will play from any distance.  This does not affect sound volume falloff."
,channel,"auto, menu, weapon, voice, item, body, local, music, announcer (default = auto)"
,type,primed (a streamed sound which gets primed on some platforms) / streamed / loaded (default = loaded)
,probability,weight to use for the weighted probability of playing this sound instead of another sound (default = 1)
,loop,"whether this sound is ""looping"" or ""nonlooping"" (default = ""nonlooping"")"
,masterslave,"if ""master"", this is a master sound.  If a number, then this sound's volume will be multiplied by that number (a percentage between 0 and 1) any master sound is playing.  If blank, then neither master nor slave."
,loadspec,"space-separated list of which maps should use this alias; eg, ""burnville dawnville"".  If blank, the alias is used on all maps."
,compression,"a string corresponding to an entry in ""XMAUpdate.tbl"" which is used to determine compression by XMAUpdate.exe"
,secondaryaliasname,"defined the name of an additional sound alias to play in addition to the current alias being played. Note that it is an error for the secondaryalias to also define a secondaryaliasname (eg, if B is a secondaryalias of A, B is not allowed to have its own secondaryalias)."
,volumefalloffcurve,if blank uses the linear curve which can not be changed. A string 'XXXX' corresponds to the curve defined by the file 'soundaliases/XXXX.vfcurve'
,startdelay,defaults to no delay. The value is the number of milliseconds to delay starting the sound by
,speakermap,if blank uses the default speakermappings which cannot be changed. A string 'XXXX' corresponds to the speakermap defined by the file 'soundaliases/XXXX.spkrmap'. 
,reverb,"blank means the alias is affected normally by wet and dry levels, ""fulldrylevel"" forces the alias to use a full drylevel (ignoring the global drylevel), ""nowetlevel"" forces the alias to use no wetlevel (ignoring the global wetlevel)"
,lfe percentage,this determines what percentage of the highest calculated spatialized speaker volume should be passed to the LFE. blank means no LFE for the sound
,center percentage,this determines what percentage of the volume should be redirected to the center channel (equal percentage taken from all speakers).
,platform,"used by XMAUpdate to determine whether the alias should be processed for a particular platform.  If blank, process for all platforms.  Platforms are PC, XB, PS, WI.  Multiple values should be separated by spaces.  !PC will exclude alias from PC but include in all other platforms.  PC will only include alias for PC.  !PC XB is invalid."
,envelop_min,any sounds within this distance of the listener will use the full envelop percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,
,envelop_max,sounds between enevlop_min and envelop_max use a fraction of the envelop percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,
,envelop percentage,amount of omnidirectionality to apply,,,,,,,,,,,,,,,,,,,,,,,,,,,

name,sequence,file,vol_min,vol_max,vol_mod,pitch_min,pitch_max,dist_min,dist_max,channel,type,probability,loop,masterslave,loadspec,subtitle,compression,secondaryaliasname,volumefalloffcurve,startdelay,speakermap,reverb,lfe percentage,center percentage,platform,envelop_min,envelop_max,envelop percentage,conversion

null,,null.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,

# User Interface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mission_unlock_cheat,,voiceovers/US/ICBM/icbm_grg_3_30.wav,0.3,,interface,,,,,menu,,,,,menu,,,,,,,nowetlevel fulldrylevel,,,,,,,
game_save,,null.wav,0.35,,interface,,,,,local,,,,,,,,,,,,nowetlevel fulldrylevel,,,,,,,
typewriter,1,user_interface/ui_text_beep1.wav,0.55,0.55,na,0.2,0.25,500000,,menu,,,,,!all_mp,,,,,,,nowetlevel fulldrylevel,,,,,,,
typewriter,2,user_interface/ui_text_beep1.wav,0.55,0.55,na,0.25,0.3,500000,,menu,,,,,!all_mp,,,,,,,nowetlevel fulldrylevel,,,,,,,
typewriter,3,user_interface/ui_text_beep1.wav,0.55,0.55,na,0.3,0.35,500000,,menu,,,,,!all_mp,,,,,,,nowetlevel fulldrylevel,,,,,,,
ui_text_type,,user_interface/ui_text_beep1.wav,0.5,,interface,1,,500000,,menu,,,,,,,,,,,,nowetlevel fulldrylevel,,,,,,,
ui_screen_trans_in,,user_interface/ui_screen_in1.wav,0.001,,interface,1,,500000,,menu,,,,,,,,,,,,,,,,,,,
ui_screen_trans_out,,user_interface/ui_screen_out1.wav,0.001,,interface,1,,500000,,menu,,,,,,,,,,,,,,,
ui_camera_whoosh_in,,user_interface/ui_camera_whoosh_in4.wav,0.2,,interface,1,,500000,,local,streamed,,,0.2,,,,,,,ambience,,0.2,,


# New pulse text,,,,,,,,,,,,,,,,,,,,,,,,,
ui_pulse_text_type,,user_interface/ui_computer_text_blip1x.wav,0.27,0.36,interface,0.93,0.96,500000,,menu,,,,,!coup,,,,,,,nowetlevel fulldrylevel,,,
ui_pulse_text_type,,user_interface/ui_computer_text_blip1x.wav,0.17,0.26,interface,0.93,0.96,500000,,menu,,,,,coup,,,,,,,nowetlevel fulldrylevel,,,
ui_pulse_text_delete,,user_interface/ui_computer_text_delete1.wav,0.85,0.85,interface,0.95,1.05,500000,,menu,,,,,!coup,,,,,,,nowetlevel fulldrylevel,,,
ui_pulse_text_delete,,user_interface/ui_computer_text_delete1.wav,0.75,0.75,interface,0.95,1.05,500000,,menu,,,,,coup,,,,,,,nowetlevel fulldrylevel,,,

#Music (level),,,,,,,,,,,,,,,,,,,,,,,,,
russian_suspense_01_music,,music/HGW_ICBM_tension2_v18.mp3,0.5,,music,,,,,music,streamed,,,,,,,,,,music,nowetlevel fulldrylevel,,,!PC
airlift_start_music,,music/HGW_airlift_start_v16.mp3,0.95,,music,,,,,music,streamed,,,0.7,airlift,,,,,,music,nowetlevel fulldrylevel,,,!PC
airlift_deploy_music,,music/HGW_airlift_deploy_v1.mp3,0.9,,music,,,,,music,streamed,,,0.7,airlift,,,,,,music,nowetlevel fulldrylevel,,,!PC
airlift_crash_music,,music/HGW_airlift_nuke_v1.mp3,0.95,,music,,,,,music,streamed,,,0.8,airlift,,,,,,music,nowetlevel fulldrylevel,,,!PC
airlift_cobradown_music,,music/HGW_boga_tankdefense_v1.mp3,0.9,,music,,,,,music,streamed,,,0.8,airlift,,,,,,music,nowetlevel fulldrylevel,,,!PC
airplane_alt_music,,music/HGW_airplane_alt_v2b.mp3,0.92,,max,,,,,music,streamed,,,0.8,all_sp,,,,,,music,nowetlevel fulldrylevel,,,!PC
airplane_alt_maximum_music,,music/HGW_airplane_alt_v2b.mp3,1,,max,,,,,music,streamed,,,0.8,all_sp,,,,,,music,nowetlevel fulldrylevel,,,!PC
airplane_freefall_prep_music,,music/HGW_maintheme_a.mp3,0.85,,music,,,,,music,streamed,,,0.8,airplane,,,,,,music,nowetlevel fulldrylevel,,,!PC
ambush_somber_music,,music/HGW_scoutsniper_deadpool_v1.mp3,0.6,,music,,,,,music,streamed,,,0.8,ambush,,,,,,music,nowetlevel fulldrylevel,,,!PC
ambush_trucks_music,,music/HGW_scoutsniper_surrounded_v7.mp3,0.5,,music,,,,,music,streamed,,,0.8,ambush,,,,,,music,nowetlevel fulldrylevel,,,!PC
ambush_chase_music,,music/HGW_jeepride_defense_v4.mp3,0.5,,music,,,,,music,streamed,,,0.7,ambush,,,,,,music,nowetlevel fulldrylevel,,,!PC
ambush_standoff_music,,music/HGW_ambush_standoff.mp3,0.3,0.3,music,,,,,music,streamed,,,,ambush,,,,,,music,nowetlevel fulldrylevel,,,!PC
armada_end_music,,music/armada_seanprice_church_short_cln.mp3,0.58,,music,,,,,music,streamed,,,,armada,,,,,,music,nowetlevel fulldrylevel,,,!PC
music_armada_ride,,music/HGW_armada_start_v10.mp3,0.92,,music,,,,,music,streamed,,,master,armada,,,,,,music,nowetlevel fulldrylevel,,,!PC
blackout_deadpool,,music/HGW_scoutsniper_deadpool_v1.mp3,0.62,,music,,,,,music,streamed,,,0.8,blackout,,,,,,music,nowetlevel fulldrylevel,,,!PC
blackout_danger,,music/HGW_sniperescape_exchange_v6.mp3,0.8,,music,,,,,music,streamed,,,0.8,blackout,,,,,,music,nowetlevel fulldrylevel,,,!PC
blackout_hurry,,music/HGW_blackout_hurry.mp3,0.85,,music,,,,,music,streamed,,,0.7,blackout,,,,,,music,nowetlevel fulldrylevel,,,!PC
blackout_nightvision,,music/HGW_blackout_nightvision.mp3,0.6,,music,,,,,music,streamed,,,0.8,blackout,,,,,,music,nowetlevel fulldrylevel,,,!PC
blackout_outro,,music/HGW_maintheme_a.mp3,0.85,,music,,,,,music,streamed,,,0.7,blackout,,,,,,music,nowetlevel fulldrylevel,,,!PC
bog_a_shantytown,,music/HGW_boga_shantytown_v5.mp3,0.75,,music,,,,,music,streamed,,,0.7,bog_a sniperescape,,,,,,music,nowetlevel fulldrylevel,,,!PC
bog_a_tankdefense,,music/HGW_boga_tankdefense_v1.mp3,0.8,,music,,,,,music,streamed,,,0.7,bog_a,,,,,,music,nowetlevel fulldrylevel,,,!PC
bog_a_victory,,music/HGW_boga_victory_v12.mp3,0.9,,music,,,,,music,streamed,,,0.7,bog_a,,,,,,music,nowetlevel fulldrylevel,,,!PC
